,timestamp,5472,time_diff
622496,2021-04-13 22:37:50,26.9,0 days 00:05:29
622504,2021-04-13 22:42:50,26.4,0 days 00:05:00
622520,2021-04-13 22:47:50,26,0 days 00:05:00
622528,2021-04-13 22:52:51,25.6,0 days 00:05:01
622543,2021-04-13 22:58:20,24.9,0 days 00:05:29
622552,2021-04-13 23:03:21,24.8,0 days 00:05:01
622564,2021-04-13 23:08:22,24.5,0 days 00:05:01
622580,2021-04-13 23:13:22,24.2,0 days 00:05:00
622590,2021-04-13 23:18:51,23.9,0 days 00:05:29
622599,2021-04-13 23:23:51,23.6,0 days 00:05:00
622614,2021-04-13 23:28:51,23.4,0 days 00:05:00
622630,2021-04-13 23:34:21,23.1,0 days 00:05:30
622639,2021-04-13 23:39:21,23,0 days 00:05:00
622646,2021-04-13 23:44:51,22.7,0 days 00:05:30
622655,2021-04-13 23:50:22,22.4,0 days 00:05:31
622667,2021-04-13 23:55:51,22.2,0 days 00:05:29
622676,2021-04-14 00:00:51,22.4,0 days 00:05:00
622689,2021-04-14 00:06:21,22.1,0 days 00:05:30
622700,2021-04-14 00:11:21,21.9,0 days 00:05:00
622714,2021-04-14 00:16:21,21.7,0 days 00:05:00
622726,2021-04-14 00:21:21,21.7,0 days 00:05:00
622739,2021-04-14 00:26:21,21.7,0 days 00:05:00
622749,2021-04-14 00:31:21,21.6,0 days 00:05:00
622764,2021-04-14 00:36:22,21.9,0 days 00:05:01
622773,2021-04-14 00:41:52,22.1,0 days 00:05:30
622789,2021-04-14 00:48:50,22.5,0 days 00:06:58
622798,2021-04-14 00:54:20,22.5,0 days 00:05:30
622810,2021-04-14 00:59:21,22.7,0 days 00:05:01
622820,2021-04-14 01:05:21,23.2,0 days 00:06:00
622835,2021-04-14 01:10:50,23.6,0 days 00:05:29
622843,2021-04-14 01:15:51,23.5,0 days 00:05:01
622857,2021-04-14 01:20:51,24,0 days 00:05:00
622865,2021-04-14 01:25:52,24.4,0 days 00:05:01
622877,2021-04-14 01:30:52,25.8,0 days 00:05:00
622891,2021-04-14 01:36:21,28.5,0 days 00:05:29
622899,2021-04-14 01:41:21,30.8,0 days 00:05:00
622909,2021-04-14 01:46:21,32.5,0 days 00:05:00
622917,2021-04-14 01:51:21,33.8,0 days 00:05:00
622923,2021-04-14 01:56:22,34.4,0 days 00:05:01
622934,2021-04-14 02:01:51,34,0 days 00:05:29
622941,2021-04-14 02:06:51,34.3,0 days 00:05:00
622949,2021-04-14 02:11:51,34.2,0 days 00:05:00
622956,2021-04-14 02:16:51,33.7,0 days 00:05:00
622965,2021-04-14 02:21:52,33.7,0 days 00:05:01
622974,2021-04-14 02:27:21,33.1,0 days 00:05:29
622982,2021-04-14 02:32:21,33.3,0 days 00:05:00
622990,2021-04-14 02:37:52,34.1,0 days 00:05:31
622999,2021-04-14 02:43:22,34.8,0 days 00:05:30
623009,2021-04-14 02:48:51,34.5,0 days 00:05:29
623015,2021-04-14 02:53:51,34.4,0 days 00:05:00
623030,2021-04-14 02:59:22,34.2,0 days 00:05:31
623041,2021-04-14 03:04:51,33.9,0 days 00:05:29
623054,2021-04-14 03:09:52,33.9,0 days 00:05:01
623068,2021-04-14 03:15:21,34.2,0 days 00:05:29
623082,2021-04-14 03:20:21,35.5,0 days 00:05:00
623090,2021-04-14 03:25:51,36.1,0 days 00:05:30
623103,2021-04-14 03:30:52,36.5,0 days 00:05:01
623117,2021-04-14 03:36:21,36.5,0 days 00:05:29
623129,2021-04-14 03:41:51,36.7,0 days 00:05:30
623138,2021-04-14 03:47:22,37.6,0 days 00:05:31
623150,2021-04-14 03:53:21,37.6,0 days 00:05:59
623162,2021-04-14 03:58:21,38.9,0 days 00:05:00
623173,2021-04-14 04:03:21,40.5,0 days 00:05:00
623180,2021-04-14 04:08:21,41.7,0 days 00:05:00
623195,2021-04-14 04:13:21,43.8,0 days 00:05:00
623203,2021-04-14 04:18:21,46.1,0 days 00:05:00
623214,2021-04-14 04:23:21,49.5,0 days 00:05:00
623228,2021-04-14 04:28:21,54.5,0 days 00:05:00
623242,2021-04-14 04:33:21,59.6,0 days 00:05:00
623254,2021-04-14 04:38:51,62.6,0 days 00:05:30
623268,2021-04-14 04:43:52,63.7,0 days 00:05:01
623280,2021-04-14 04:49:21,65.3,0 days 00:05:29
623291,2021-04-14 04:54:51,68.3,0 days 00:05:30
623305,2021-04-14 04:59:51,71.5,0 days 00:05:00
623320,2021-04-14 05:04:52,76.8,0 days 00:05:01
623331,2021-04-14 05:10:17,86.6,0 days 00:05:25
623350,2021-04-14 05:15:41,93.4,0 days 00:05:24
623360,2021-04-14 05:20:41,97.6,0 days 00:05:00
623376,2021-04-14 05:25:41,100.4,0 days 00:05:00
623389,2021-04-14 05:31:11,102.3,0 days 00:05:30
623399,2021-04-14 05:36:11,102.5,0 days 00:05:00
623413,2021-04-14 05:41:11,102.3,0 days 00:05:00
623428,2021-04-14 05:46:41,101.6,0 days 00:05:30
623437,2021-04-14 05:51:41,101.2,0 days 00:05:00
623446,2021-04-14 05:57:11,101.2,0 days 00:05:30
623461,2021-04-14 06:02:41,101.3,0 days 00:05:30
623470,2021-04-14 06:07:41,101.6,0 days 00:05:00
623487,2021-04-14 06:13:40,101.5,0 days 00:05:59
623497,2021-04-14 06:18:40,100.6,0 days 00:05:00
623512,2021-04-14 06:23:40,100,0 days 00:05:00
623521,2021-04-14 06:28:41,99.2,0 days 00:05:01
623532,2021-04-14 06:34:11,98.5,0 days 00:05:30
623549,2021-04-14 06:40:10,97.9,0 days 00:05:59
623557,2021-04-14 06:45:10,97.4,0 days 00:05:00
623570,2021-04-14 06:50:11,97.6,0 days 00:05:01
623587,2021-04-14 06:56:11,96.6,0 days 00:06:00
623596,2021-04-14 07:02:10,95.4,0 days 00:05:59
623610,2021-04-14 07:07:40,94.9,0 days 00:05:30
623619,2021-04-14 07:12:40,94.1,0 days 00:05:00
623637,2021-04-14 07:18:11,92.9,0 days 00:05:31
623644,2021-04-14 07:23:11,91.2,0 days 00:05:00
623657,2021-04-14 07:28:11,89.3,0 days 00:05:00
623672,2021-04-14 07:33:41,86.8,0 days 00:05:30
623682,2021-04-14 07:38:41,84.5,0 days 00:05:00
623696,2021-04-14 07:44:10,82.4,0 days 00:05:29
623711,2021-04-14 07:49:10,80.5,0 days 00:05:00
623720,2021-04-14 07:54:40,78.6,0 days 00:05:30
623728,2021-04-14 07:59:41,76.7,0 days 00:05:01
623737,2021-04-14 08:05:10,75.3,0 days 00:05:29
623756,2021-04-14 08:10:11,73.6,0 days 00:05:01
623773,2021-04-14 08:15:40,71.8,0 days 00:05:29
623785,2021-04-14 08:20:40,70.5,0 days 00:05:00
623792,2021-04-14 08:25:41,69.1,0 days 00:05:01
623800,2021-04-14 08:31:10,68,0 days 00:05:29
623808,2021-04-14 08:36:10,66.3,0 days 00:05:00
623817,2021-04-14 08:41:10,65.1,0 days 00:05:00
623825,2021-04-14 08:46:10,63.4,0 days 00:05:00
623834,2021-04-14 08:51:41,62.2,0 days 00:05:31
623842,2021-04-14 08:56:41,60.8,0 days 00:05:00
623851,2021-04-14 09:02:11,59.5,0 days 00:05:30
623860,2021-04-14 09:07:40,58.3,0 days 00:05:29
623874,2021-04-14 09:12:40,57,0 days 00:05:00
623891,2021-04-14 09:18:10,55.8,0 days 00:05:30
623906,2021-04-14 09:23:10,54.7,0 days 00:05:00
623919,2021-04-14 09:28:10,53.5,0 days 00:05:00
623928,2021-04-14 09:33:11,52.5,0 days 00:05:01
623935,2021-04-14 09:38:11,51.4,0 days 00:05:00
623945,2021-04-14 09:43:40,50.4,0 days 00:05:29
623954,2021-04-14 09:48:40,49.7,0 days 00:05:00
623963,2021-04-14 09:53:40,48.6,0 days 00:05:00
623969,2021-04-14 09:58:41,47.5,0 days 00:05:01
623975,2021-04-14 10:04:10,46.7,0 days 00:05:29
623985,2021-04-14 10:09:41,45.8,0 days 00:05:31
624003,2021-04-14 10:15:40,45,0 days 00:05:59
624019,2021-04-14 10:20:40,44.5,0 days 00:05:00
624037,2021-04-14 10:26:10,43.4,0 days 00:05:30
624054,2021-04-14 10:31:40,42.8,0 days 00:05:30
624070,2021-04-14 10:36:41,42.3,0 days 00:05:01
624088,2021-04-14 10:42:41,41.3,0 days 00:06:00
624105,2021-04-14 10:47:41,40.8,0 days 00:05:00
624125,2021-04-14 10:53:10,39.7,0 days 00:05:29
624141,2021-04-14 10:58:40,39.4,0 days 00:05:30
624153,2021-04-14 11:03:40,38.5,0 days 00:05:00
624161,2021-04-14 11:09:11,38,0 days 00:05:31
624170,2021-04-14 11:14:40,37.4,0 days 00:05:29
624179,2021-04-14 11:19:40,37,0 days 00:05:00
624188,2021-04-14 11:24:40,36.4,0 days 00:05:00
624205,2021-04-14 11:29:40,36,0 days 00:05:00
624217,2021-04-14 11:35:10,35.2,0 days 00:05:30
624225,2021-04-14 11:40:10,34.8,0 days 00:05:00
624234,2021-04-14 11:45:10,34.5,0 days 00:05:00
624243,2021-04-14 11:50:11,33.9,0 days 00:05:01
624251,2021-04-14 11:55:41,36.5,0 days 00:05:30
624267,2021-04-14 12:00:41,41.1,0 days 00:05:00
624285,2021-04-14 12:06:10,42.8,0 days 00:05:29
624293,2021-04-14 12:11:10,44.5,0 days 00:05:00
624299,2021-04-14 12:16:11,44.7,0 days 00:05:01
624308,2021-04-14 12:21:40,44.7,0 days 00:05:29
624317,2021-04-14 12:26:41,44.5,0 days 00:05:01
624334,2021-04-14 12:32:10,44.4,0 days 00:05:29
624342,2021-04-14 12:37:10,44.7,0 days 00:05:00
624354,2021-04-14 12:43:11,44.4,0 days 00:06:01
624363,2021-04-14 12:48:41,43.9,0 days 00:05:30
624378,2021-04-14 12:54:10,43.7,0 days 00:05:29
624385,2021-04-14 12:59:40,43.7,0 days 00:05:30
624396,2021-04-14 13:05:10,45.6,0 days 00:05:30
624408,2021-04-14 13:10:10,47.3,0 days 00:05:00
624421,2021-04-14 13:15:10,48.2,0 days 00:05:00
624430,2021-04-14 13:20:10,49.3,0 days 00:05:00
624443,2021-04-14 13:25:10,49.6,0 days 00:05:00
624450,2021-04-14 13:30:10,49.8,0 days 00:05:00
624463,2021-04-14 13:35:10,50,0 days 00:05:00
624473,2021-04-14 13:40:11,49.3,0 days 00:05:01
624493,2021-04-14 13:45:40,49.2,0 days 00:05:29
624501,2021-04-14 13:50:40,50.3,0 days 00:05:00
624516,2021-04-14 13:55:41,50.3,0 days 00:05:01
624526,2021-04-14 14:01:10,49.9,0 days 00:05:29
624541,2021-04-14 14:06:10,48.9,0 days 00:05:00
624551,2021-04-14 14:11:11,48.1,0 days 00:05:01
624563,2021-04-14 14:16:40,47.6,0 days 00:05:29
624573,2021-04-14 14:21:41,47.3,0 days 00:05:01
624583,2021-04-14 14:26:41,46.6,0 days 00:05:00
624600,2021-04-14 14:32:10,46.7,0 days 00:05:29
624607,2021-04-14 14:37:41,46.2,0 days 00:05:31
624622,2021-04-14 14:42:41,46.4,0 days 00:05:00
624634,2021-04-14 14:47:41,46.7,0 days 00:05:00
624647,2021-04-14 14:53:10,46.7,0 days 00:05:29
624663,2021-04-14 14:58:41,46.6,0 days 00:05:31
624674,2021-04-14 15:04:11,46.1,0 days 00:05:30
624689,2021-04-14 15:09:41,45.8,0 days 00:05:30
624699,2021-04-14 15:15:11,45.7,0 days 00:05:30
624713,2021-04-14 15:20:41,45.6,0 days 00:05:30
624725,2021-04-14 15:26:10,45.9,0 days 00:05:29
624736,2021-04-14 15:31:11,46.3,0 days 00:05:01
624751,2021-04-14 15:36:40,46.9,0 days 00:05:29
624760,2021-04-14 15:41:40,47.9,0 days 00:05:00
624770,2021-04-14 15:46:40,50,0 days 00:05:00
624780,2021-04-14 15:51:40,52.2,0 days 00:05:00
624796,2021-04-14 15:56:41,54.9,0 days 00:05:01
624816,2021-04-14 16:01:41,60,0 days 00:05:00
624835,2021-04-14 16:06:41,64.6,0 days 00:05:00
624857,2021-04-14 16:12:10,67.1,0 days 00:05:29
624872,2021-04-14 16:17:10,67.3,0 days 00:05:00
624888,2021-04-14 16:22:10,67.3,0 days 00:05:00
624905,2021-04-14 16:27:10,66.7,0 days 00:05:00
624918,2021-04-14 16:32:40,66.5,0 days 00:05:30
624926,2021-04-14 16:37:40,67.6,0 days 00:05:00
624935,2021-04-14 16:42:40,68.2,0 days 00:05:00
624944,2021-04-14 16:48:09,67.9,0 days 00:05:29
624957,2021-04-14 16:53:40,67.7,0 days 00:05:31
624972,2021-04-14 16:58:40,67.4,0 days 00:05:00
624984,2021-04-14 17:04:10,66.5,0 days 00:05:30
624994,2021-04-14 17:09:10,66.6,0 days 00:05:00
625004,2021-04-14 17:14:10,69.2,0 days 00:05:00
625022,2021-04-14 17:19:40,71.6,0 days 00:05:30
625037,2021-04-14 17:24:40,72.2,0 days 00:05:00
625045,2021-04-14 17:29:40,71.9,0 days 00:05:00
625051,2021-04-14 17:35:10,71.7,0 days 00:05:30
625058,2021-04-14 17:40:10,71.5,0 days 00:05:00
625065,2021-04-14 17:45:10,71.2,0 days 00:05:00
625075,2021-04-14 17:50:40,70.6,0 days 00:05:30
625090,2021-04-14 17:55:40,69.7,0 days 00:05:00
625105,2021-04-14 18:00:40,68.8,0 days 00:05:00
625110,2021-04-14 18:05:40,68.1,0 days 00:05:00
625116,2021-04-14 18:10:40,67.2,0 days 00:05:00
625126,2021-04-14 18:15:40,66.3,0 days 00:05:00
625139,2021-04-14 18:20:40,66.9,0 days 00:05:00
625155,2021-04-14 18:25:40,68.6,0 days 00:05:00
625166,2021-04-14 18:31:10,69.8,0 days 00:05:30
625171,2021-04-14 18:36:40,69.7,0 days 00:05:30
625180,2021-04-14 18:41:40,69.5,0 days 00:05:00
625195,2021-04-14 18:46:40,68.5,0 days 00:05:00
625207,2021-04-14 18:51:40,67.8,0 days 00:05:00
625217,2021-04-14 18:56:40,68,0 days 00:05:00
625229,2021-04-14 19:01:40,69.6,0 days 00:05:00
625246,2021-04-14 19:06:40,71.9,0 days 00:05:00
625256,2021-04-14 19:11:40,74.1,0 days 00:05:00
625266,2021-04-14 19:16:40,75.5,0 days 00:05:00
625277,2021-04-14 19:21:40,75.4,0 days 00:05:00
625288,2021-04-14 19:26:40,75,0 days 00:05:00
625295,2021-04-14 19:31:40,73.6,0 days 00:05:00
625304,2021-04-14 19:36:40,73.3,0 days 00:05:00
625321,2021-04-14 19:41:40,72.6,0 days 00:05:00
625338,2021-04-14 19:46:40,71.7,0 days 00:05:00
625354,2021-04-14 19:51:40,71.4,0 days 00:05:00
625367,2021-04-14 19:56:40,70.8,0 days 00:05:00
625381,2021-04-14 20:01:40,70.4,0 days 00:05:00
625389,2021-04-14 20:06:40,69.5,0 days 00:05:00
625399,2021-04-14 20:13:10,68.9,0 days 00:06:30
625414,2021-04-14 20:18:40,68.6,0 days 00:05:30
625426,2021-04-14 20:24:10,68.3,0 days 00:05:30
625435,2021-04-14 20:29:10,67.9,0 days 00:05:00
625445,2021-04-14 20:34:10,68.2,0 days 00:05:00
625456,2021-04-14 20:39:10,68.5,0 days 00:05:00
625474,2021-04-14 20:44:40,69.3,0 days 00:05:30
625487,2021-04-14 20:49:40,69.4,0 days 00:05:00
625495,2021-04-14 20:55:40,68.9,0 days 00:06:00
625503,2021-04-14 21:00:41,68.4,0 days 00:05:01
625519,2021-04-14 21:06:41,67.6,0 days 00:06:00
625539,2021-04-14 21:11:41,66.7,0 days 00:05:00
625555,2021-04-14 21:17:41,65.6,0 days 00:06:00
625564,2021-04-14 21:22:41,65.1,0 days 00:05:00
625570,2021-04-14 21:27:41,64.4,0 days 00:05:00
625578,2021-04-14 21:32:41,64.2,0 days 00:05:00
625588,2021-04-14 21:37:41,63.5,0 days 00:05:00
625598,2021-04-14 21:42:41,64.7,0 days 00:05:00
625614,2021-04-14 21:48:10,65,0 days 00:05:29
625631,2021-04-14 21:53:11,65.4,0 days 00:05:01
625647,2021-04-14 21:58:11,66.6,0 days 00:05:00
625660,2021-04-14 22:03:11,68.4,0 days 00:05:00
625671,2021-04-14 22:08:11,68.6,0 days 00:05:00
625687,2021-04-14 22:13:11,68.2,0 days 00:05:00
625701,2021-04-14 22:18:11,67.5,0 days 00:05:00
625718,2021-04-14 22:23:11,67.3,0 days 00:05:00
625732,2021-04-14 22:28:11,66.5,0 days 00:05:00
625742,2021-04-14 22:33:41,66.2,0 days 00:05:30
625750,2021-04-14 22:39:11,65.5,0 days 00:05:30
625763,2021-04-14 22:44:11,64.7,0 days 00:05:00
625780,2021-04-14 22:49:11,63.8,0 days 00:05:00
625793,2021-04-14 22:54:41,62.8,0 days 00:05:30
625801,2021-04-14 22:59:41,61.9,0 days 00:05:00
625808,2021-04-14 23:05:41,61.7,0 days 00:06:00
625820,2021-04-14 23:10:41,61.2,0 days 00:05:00
625836,2021-04-14 23:16:11,60.5,0 days 00:05:30
625846,2021-04-14 23:21:11,59.8,0 days 00:05:00
625854,2021-04-14 23:26:11,59.3,0 days 00:05:00
625862,2021-04-14 23:31:41,59,0 days 00:05:30
625873,2021-04-14 23:37:11,58.5,0 days 00:05:30
625890,2021-04-14 23:43:11,58.3,0 days 00:06:00
625906,2021-04-14 23:48:11,58.6,0 days 00:05:00
625921,2021-04-14 23:53:11,58,0 days 00:05:00
625933,2021-04-14 23:58:11,58.4,0 days 00:05:00
625945,2021-04-15 00:03:41,58.1,0 days 00:05:30
625961,2021-04-15 00:08:41,58.6,0 days 00:05:00
625969,2021-04-15 00:14:11,58.7,0 days 00:05:30
625975,2021-04-15 00:19:11,58.7,0 days 00:05:00
625993,2021-04-15 00:24:11,58.6,0 days 00:05:00
626005,2021-04-15 00:29:11,58.1,0 days 00:05:00
626013,2021-04-15 00:34:40,58,0 days 00:05:29
626029,2021-04-15 00:40:11,57.5,0 days 00:05:31
626040,2021-04-15 00:45:11,56.7,0 days 00:05:00
626048,2021-04-15 00:50:11,55.9,0 days 00:05:00
626057,2021-04-15 00:55:11,55.5,0 days 00:05:00
626068,2021-04-15 01:00:11,54.5,0 days 00:05:00
626076,2021-04-15 01:05:11,54,0 days 00:05:00
626089,2021-04-15 01:10:41,52.9,0 days 00:05:30
626103,2021-04-15 01:15:41,52.2,0 days 00:05:00
626113,2021-04-15 01:21:11,51.3,0 days 00:05:30
626125,2021-04-15 01:26:11,50.6,0 days 00:05:00
626139,2021-04-15 01:31:11,50.1,0 days 00:05:00
626149,2021-04-15 01:36:41,49.2,0 days 00:05:30
626157,2021-04-15 01:41:41,48.8,0 days 00:05:00
626170,2021-04-15 01:46:41,48.3,0 days 00:05:00
626180,2021-04-15 01:51:41,48.4,0 days 00:05:00
626189,2021-04-15 01:56:41,47.8,0 days 00:05:00
626203,2021-04-15 02:01:41,47.6,0 days 00:05:00
626214,2021-04-15 02:07:11,47.3,0 days 00:05:30
626224,2021-04-15 02:12:41,46.7,0 days 00:05:30
626239,2021-04-15 02:17:41,46.3,0 days 00:05:00
626258,2021-04-15 02:22:41,45.7,0 days 00:05:00
626268,2021-04-15 02:28:41,44.7,0 days 00:06:00
626278,2021-04-15 02:34:40,44.2,0 days 00:05:59
626293,2021-04-15 02:40:10,43.4,0 days 00:05:30
626305,2021-04-15 02:45:10,42.9,0 days 00:05:00
626314,2021-04-15 02:50:10,42.7,0 days 00:05:00
626324,2021-04-15 02:55:40,42.5,0 days 00:05:30
626341,2021-04-15 03:00:40,42.4,0 days 00:05:00
626351,2021-04-15 03:05:40,42,0 days 00:05:00
626360,2021-04-15 03:10:41,41.5,0 days 00:05:01
626369,2021-04-15 03:16:10,41.4,0 days 00:05:29
626381,2021-04-15 03:21:10,41.3,0 days 00:05:00
626396,2021-04-15 03:26:10,40.6,0 days 00:05:00
626409,2021-04-15 03:31:10,40.5,0 days 00:05:00
626418,2021-04-15 03:36:11,39.9,0 days 00:05:01
626428,2021-04-15 03:42:10,39.5,0 days 00:05:59
626435,2021-04-15 03:47:10,39.4,0 days 00:05:00
626445,2021-04-15 03:52:10,39.4,0 days 00:05:00
626455,2021-04-15 03:57:40,39.1,0 days 00:05:30
626470,2021-04-15 04:03:11,38.8,0 days 00:05:31
626487,2021-04-15 04:08:40,39.4,0 days 00:05:29
626499,2021-04-15 04:14:11,41.5,0 days 00:05:31
626507,2021-04-15 04:20:40,43.9,0 days 00:06:29
626517,2021-04-15 04:25:40,44.5,0 days 00:05:00
626530,2021-04-15 04:30:40,45.3,0 days 00:05:00
626551,2021-04-15 04:36:40,46.4,0 days 00:06:00
626563,2021-04-15 04:42:10,47.2,0 days 00:05:30
626573,2021-04-15 04:47:10,50.4,0 days 00:05:00
626583,2021-04-15 04:52:11,53.1,0 days 00:05:01
626594,2021-04-15 04:57:40,56.4,0 days 00:05:29
626602,2021-04-15 05:03:10,58.4,0 days 00:05:30
626611,2021-04-15 05:08:10,61.8,0 days 00:05:00
626620,2021-04-15 05:13:40,65.5,0 days 00:05:30
626630,2021-04-15 05:18:40,68.5,0 days 00:05:00
626639,2021-04-15 05:23:40,70.9,0 days 00:05:00
626653,2021-04-15 05:28:40,73.5,0 days 00:05:00
626670,2021-04-15 05:34:10,74.8,0 days 00:05:30
626687,2021-04-15 05:39:10,75.5,0 days 00:05:00
626697,2021-04-15 05:45:11,76.4,0 days 00:06:01
626706,2021-04-15 05:50:40,76.7,0 days 00:05:29
626720,2021-04-15 05:55:41,76.8,0 days 00:05:01
626733,2021-04-15 06:00:41,76.2,0 days 00:05:00
626751,2021-04-15 06:06:40,77.1,0 days 00:05:59
626763,2021-04-15 06:11:40,86,0 days 00:05:00
626776,2021-04-15 06:17:09,94.4,0 days 00:05:29
626791,2021-04-15 06:22:39,99.9,0 days 00:05:30
626802,2021-04-15 06:27:39,103.4,0 days 00:05:00
626810,2021-04-15 06:32:39,104.5,0 days 00:05:00
626817,2021-04-15 06:38:09,104.3,0 days 00:05:30
626827,2021-04-15 06:43:10,104,0 days 00:05:01
626838,2021-04-15 06:48:33,110.1,0 days 00:05:23
626850,2021-04-15 06:53:58,116.3,0 days 00:05:25
626860,2021-04-15 06:58:58,117.8,0 days 00:05:00
626870,2021-04-15 07:03:58,118,0 days 00:05:00
626876,2021-04-15 07:09:27,117.3,0 days 00:05:29
626883,2021-04-15 07:14:28,115.7,0 days 00:05:01
626897,2021-04-15 07:20:28,113.8,0 days 00:06:00
626916,2021-04-15 07:25:28,111.9,0 days 00:05:00
626931,2021-04-15 07:30:28,110.4,0 days 00:05:00
626940,2021-04-15 07:35:57,108.8,0 days 00:05:29
626948,2021-04-15 07:40:57,107.2,0 days 00:05:00
626961,2021-04-15 07:45:58,108.2,0 days 00:05:01
626979,2021-04-15 07:51:58,111.2,0 days 00:06:00
626989,2021-04-15 07:57:27,113.5,0 days 00:05:29
626999,2021-04-15 08:02:27,113.9,0 days 00:05:00
627010,2021-04-15 08:07:28,113.3,0 days 00:05:01
627027,2021-04-15 08:12:57,112,0 days 00:05:29
627037,2021-04-15 08:17:57,110.6,0 days 00:05:00
627045,2021-04-15 08:22:58,109.2,0 days 00:05:01
627058,2021-04-15 08:28:28,107.4,0 days 00:05:30
627076,2021-04-15 08:33:28,105.5,0 days 00:05:00
627087,2021-04-15 08:38:58,104.2,0 days 00:05:30
627097,2021-04-15 08:44:27,102.5,0 days 00:05:29
627107,2021-04-15 08:49:27,100.5,0 days 00:05:00
627121,2021-04-15 08:54:28,98.6,0 days 00:05:01
627138,2021-04-15 08:59:58,96.2,0 days 00:05:30
627147,2021-04-15 09:05:27,94.3,0 days 00:05:29
627156,2021-04-15 09:10:57,92.4,0 days 00:05:30
627166,2021-04-15 09:15:57,90.1,0 days 00:05:00
627183,2021-04-15 09:20:58,88.2,0 days 00:05:01
627200,2021-04-15 09:25:58,86.4,0 days 00:05:00
627209,2021-04-15 09:31:27,84.4,0 days 00:05:29
627217,2021-04-15 09:36:27,82.5,0 days 00:05:00
627224,2021-04-15 09:41:27,80.6,0 days 00:05:00
627241,2021-04-15 09:46:27,79,0 days 00:05:00
627258,2021-04-15 09:51:28,77.1,0 days 00:05:01
627268,2021-04-15 09:56:57,75.4,0 days 00:05:29
627276,2021-04-15 10:01:58,73.5,0 days 00:05:01
627285,2021-04-15 10:06:58,71.9,0 days 00:05:00
627298,2021-04-15 10:11:58,70.5,0 days 00:05:00
627316,2021-04-15 10:18:28,68.3,0 days 00:06:30
627334,2021-04-15 10:23:28,66.6,0 days 00:05:00
627346,2021-04-15 10:28:28,65.2,0 days 00:05:00
627357,2021-04-15 10:34:27,63.4,0 days 00:05:59
627366,2021-04-15 10:39:58,61.9,0 days 00:05:31
627374,2021-04-15 10:44:58,60.5,0 days 00:05:00
627382,2021-04-15 10:49:58,59.4,0 days 00:05:00
627391,2021-04-15 10:55:28,58,0 days 00:05:30
627401,2021-04-15 11:01:28,56.3,0 days 00:06:00
627410,2021-04-15 11:06:57,55,0 days 00:05:29
627417,2021-04-15 11:11:58,53.6,0 days 00:05:01
627426,2021-04-15 11:16:58,52.4,0 days 00:05:00
627431,2021-04-15 11:21:58,51.5,0 days 00:05:00
627441,2021-04-15 11:27:27,50.1,0 days 00:05:29
627448,2021-04-15 11:32:28,49.1,0 days 00:05:01
627465,2021-04-15 11:37:58,47.7,0 days 00:05:30
627481,2021-04-15 11:42:58,46.6,0 days 00:05:00
627494,2021-04-15 11:48:27,45.7,0 days 00:05:29
627506,2021-04-15 11:53:27,44.8,0 days 00:05:00
627514,2021-04-15 11:58:27,43.5,0 days 00:05:00
627522,2021-04-15 12:03:27,42.7,0 days 00:05:00
627530,2021-04-15 12:08:27,41.6,0 days 00:05:00
627542,2021-04-15 12:13:27,41.1,0 days 00:05:00
627559,2021-04-15 12:18:27,40.1,0 days 00:05:00
627573,2021-04-15 12:23:27,39.6,0 days 00:05:00
627584,2021-04-15 12:28:27,38.9,0 days 00:05:00
627594,2021-04-15 12:33:27,38.3,0 days 00:05:00
627601,2021-04-15 12:38:27,37.4,0 days 00:05:00
627608,2021-04-15 12:43:27,36.9,0 days 00:05:00
627620,2021-04-15 12:48:27,36.4,0 days 00:05:00
627640,2021-04-15 12:53:27,35.7,0 days 00:05:00
627654,2021-04-15 12:58:27,34.9,0 days 00:05:00
627663,2021-04-15 13:03:27,34.6,0 days 00:05:00
627674,2021-04-15 13:08:57,33.6,0 days 00:05:30
627683,2021-04-15 13:13:57,33.3,0 days 00:05:00
627693,2021-04-15 13:19:57,32.9,0 days 00:06:00
627706,2021-04-15 13:24:57,32,0 days 00:05:00
627723,2021-04-15 13:29:57,31.5,0 days 00:05:00
627733,2021-04-15 13:34:57,31.2,0 days 00:05:00
627742,2021-04-15 13:39:58,30.7,0 days 00:05:01
627746,2021-04-15 13:44:58,30.1,0 days 00:05:00
627754,2021-04-15 13:49:58,30.1,0 days 00:05:00
627766,2021-04-15 13:55:28,29.3,0 days 00:05:30
627784,2021-04-15 14:00:28,29.3,0 days 00:05:00
627797,2021-04-15 14:05:28,31.3,0 days 00:05:00
627807,2021-04-15 14:10:28,35.8,0 days 00:05:00
627816,2021-04-15 14:15:28,40.1,0 days 00:05:00
627826,2021-04-15 14:20:28,43.6,0 days 00:05:00
627836,2021-04-15 14:25:28,47.5,0 days 00:05:00
627853,2021-04-15 14:30:28,51.1,0 days 00:05:00
627872,2021-04-15 14:35:28,55.4,0 days 00:05:00
627883,2021-04-15 14:40:28,58.6,0 days 00:05:00
627892,2021-04-15 14:45:28,61.7,0 days 00:05:00
627901,2021-04-15 14:50:28,63.9,0 days 00:05:00
627911,2021-04-15 14:55:28,66.7,0 days 00:05:00
627919,2021-04-15 15:00:28,67.6,0 days 00:05:00
627932,2021-04-15 15:05:58,67.1,0 days 00:05:30
627947,2021-04-15 15:11:28,66.5,0 days 00:05:30
627960,2021-04-15 15:16:28,68.2,0 days 00:05:00
